Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2017 [YR2017]
Credit card ownership (% age 15+),fin7.t.a,Japan,JPN,66.0760498046875,68.3834838867188
Credit card ownership (% age 15+),fin7.t.a,Jordan,JOR,2.30117440223694,2.52809357643127
Credit card ownership (% age 15+),fin7.t.a,Kazakhstan,KAZ,11.4818162918091,19.9662895202637
Credit card ownership (% age 15+),fin7.t.a,Kenya,KEN,4.62870740890503,5.68746423721313
Credit card ownership (% age 15+),fin7.t.a,Kiribati,KIR,..,..
Credit card ownership (% age 15+),fin7.t.a,"Korea, Dem. People's Rep.",PRK,..,..
Credit card ownership (% age 15+),fin7.t.a,"Korea, Rep.",KOR,56.0182991027832,63.6612968444824
Credit card ownership (% age 15+),fin7.t.a,Kosovo,XKX,13.4857120513916,10.3670425415039
Credit card ownership (% age 15+),fin7.t.a,Kuwait,KWT,26.2309722900391,22.2780265808105
Credit card ownership (% age 15+),fin7.t.a,Kyrgyz Republic,KGZ,3.22662711143494,3.62531137466431
Credit card ownership (% age 15+),fin7.t.a,Lao PDR,LAO,..,0.550641238689423
Credit card ownership (% age 15+),fin7.t.a,Latvia,LVA,21.956148147583,16.6671905517578
Credit card ownership (% age 15+),fin7.t.a,Lebanon,LBN,10.7038726806641,14.940447807312
Credit card ownership (% age 15+),fin7.t.a,Lesotho,LSO,..,3.44107151031494
Credit card ownership (% age 15+),fin7.t.a,Liberia,LBR,..,1.26360559463501
Credit card ownership (% age 15+),fin7.t.a,Libya,LBY,..,10.2964849472046
Credit card ownership (% age 15+),fin7.t.a,Liechtenstein,LIE,..,..
Credit card ownership (% age 15+),fin7.t.a,Lithuania,LTU,10.0444145202637,16.2870826721191
Credit card ownership (% age 15+),fin7.t.a,Luxembourg,LUX,69.439323425293,69.7952575683594
Credit card ownership (% age 15+),fin7.t.a,"Macao SAR, China",MAC,..,..
Credit card ownership (% age 15+),fin7.t.a,Madagascar,MDG,0.123663574457169,0.961179733276367
Credit card ownership (% age 15+),fin7.t.a,Malawi,MWI,1.52781713008881,1.29442203044891
Credit card ownership (% age 15+),fin7.t.a,Malaysia,MYS,20.1546096801758,21.3148632049561
Credit card ownership (% age 15+),fin7.t.a,Maldives,MDV,..,..
Credit card ownership (% age 15+),fin7.t.a,Mali,MLI,0.695823907852173,6.66080617904663
Credit card ownership (% age 15+),fin7.t.a,Malta,MLT,41.8271598815918,47.1095581054688
Credit card ownership (% age 15+),fin7.t.a,Marshall Islands,MHL,..,..
Credit card ownership (% age 15+),fin7.t.a,Mauritania,MRT,4.8208155632019,3.31043386459351
Credit card ownership (% age 15+),fin7.t.a,Mauritius,MUS,17.2919330596924,24.1207504272461
Credit card ownership (% age 15+),fin7.t.a,Mexico,MEX,17.8296680450439,9.52853870391846
Credit card ownership (% age 15+),fin7.t.a,"Micronesia, Fed. Sts.",FSM,..,..
Credit card ownership (% age 15+),fin7.t.a,Moldova,MDA,6.37409830093384,17.0213317871094
Credit card ownership (% age 15+),fin7.t.a,Monaco,MCO,..,..
Credit card ownership (% age 15+),fin7.t.a,Mongolia,MNG,1.11514055728912,3.2081036567688
Credit card ownership (% age 15+),fin7.t.a,Montenegro,MNE,15.2753353118896,16.6763725280762
Credit card ownership (% age 15+),fin7.t.a,Morocco,MAR,..,0.185726970434189
Credit card ownership (% age 15+),fin7.t.a,Mozambique,MOZ,..,8.94876956939697
Credit card ownership (% age 15+),fin7.t.a,Myanmar,MMR,0,0.0560868754982948
Credit card ownership (% age 15+),fin7.t.a,Namibia,NAM,8.13371658325195,15.3787832260132
Credit card ownership (% age 15+),fin7.t.a,Nauru,NRU,..,..
Credit card ownership (% age 15+),fin7.t.a,Nepal,NPL,0.420745462179184,0.673365890979767
Credit card ownership (% age 15+),fin7.t.a,Netherlands,NLD,33.6319923400879,39.1009941101074
Credit card ownership (% age 15+),fin7.t.a,New Caledonia,NCL,..,..
Credit card ownership (% age 15+),fin7.t.a,New Zealand,NZL,61.412525177002,60.8656120300293
Credit card ownership (% age 15+),fin7.t.a,Nicaragua,NIC,3.50579404830933,4.93599939346313
Credit card ownership (% age 15+),fin7.t.a,Niger,NER,1.45728325843811,2.05222654342651
Credit card ownership (% age 15+),fin7.t.a,Nigeria,NGA,2.75944495201111,2.58930373191834
Credit card ownership (% age 15+),fin7.t.a,North Macedonia,MKD,21.196252822876,17.3787422180176
Credit card ownership (% age 15+),fin7.t.a,Northern Mariana Islands,MNP,..,..
Credit card ownership (% age 15+),fin7.t.a,Norway,NOR,67.2052230834961,70.5004348754883
Credit card ownership (% age 15+),fin7.t.a,Oman,OMN,..,..
Credit card ownership (% age 15+),fin7.t.a,Pakistan,PAK,0.125973805785179,0.972708523273468
Credit card ownership (% age 15+),fin7.t.a,Palau,PLW,..,..
Credit card ownership (% age 15+),fin7.t.a,Panama,PAN,9.76158046722412,7.99973154067993
Credit card ownership (% age 15+),fin7.t.a,Papua New Guinea,PNG,..,..
Credit card ownership (% age 15+),fin7.t.a,Paraguay,PRY,..,6.55160617828369
Credit card ownership (% age 15+),fin7.t.a,Peru,PER,11.6569747924805,11.5735702514648
Credit card ownership (% age 15+),fin7.t.a,Philippines,PHL,3.19927787780762,1.93898904323578
Credit card ownership (% age 15+),fin7.t.a,Poland,POL,16.7532253265381,16.5208644866943
Credit card ownership (% age 15+),fin7.t.a,Portugal,PRT,28.5416870117188,33.5939712524414
Credit card ownership (% age 15+),fin7.t.a,Puerto Rico,PRI,23.9403972625732,..
Credit card ownership (% age 15+),fin7.t.a,Qatar,QAT,..,..
Credit card ownership (% age 15+),fin7.t.a,Romania,ROU,11.5883235931396,11.7249450683594
Credit card ownership (% age 15+),fin7.t.a,Russian Federation,RUS,20.9968605041504,20.0837898254395
Credit card ownership (% age 15+),fin7.t.a,Rwanda,RWA,1.22542345523834,0.731855928897858
Credit card ownership (% age 15+),fin7.t.a,Samoa,WSM,..,..
Credit card ownership (% age 15+),fin7.t.a,San Marino,SMR,..,..
Credit card ownership (% age 15+),fin7.t.a,Sao Tome and Principe,STP,..,..
Credit card ownership (% age 15+),fin7.t.a,Saudi Arabia,SAU,11.5263471603394,16.2687149047852
Credit card ownership (% age 15+),fin7.t.a,Senegal,SEN,1.08131885528564,2.83015275001526
Credit card ownership (% age 15+),fin7.t.a,Serbia,SRB,15.2430820465088,17.6190967559814
Credit card ownership (% age 15+),fin7.t.a,Seychelles,SYC,..,..
Credit card ownership (% age 15+),fin7.t.a,Sierra Leone,SLE,0.648934185504913,1.46331715583801
Credit card ownership (% age 15+),fin7.t.a,Singapore,SGP,35.4198112487793,48.8976783752441
Credit card ownership (% age 15+),fin7.t.a,Sint Maarten (Dutch part),SXM,..,..
Credit card ownership (% age 15+),fin7.t.a,Slovak Republic,SVK,17.0276508331299,22.1370849609375
Credit card ownership (% age 15+),fin7.t.a,Slovenia,SVN,35.18212890625,42.1651077270508
Credit card ownership (% age 15+),fin7.t.a,Solomon Islands,SLB,..,..
Credit card ownership (% age 15+),fin7.t.a,Somalia,SOM,0.590120553970337,..
Credit card ownership (% age 15+),fin7.t.a,South Africa,ZAF,13.4621887207031,8.87227725982666
Credit card ownership (% age 15+),fin7.t.a,South Sudan,SSD,..,1.44186079502106
Credit card ownership (% age 15+),fin7.t.a,Spain,ESP,54.3831329345703,53.8813095092773
Credit card ownership (% age 15+),fin7.t.a,Sri Lanka,LKA,3.75282716751099,5.33664989471436
Credit card ownership (% age 15+),fin7.t.a,St. Kitts and Nevis,KNA,..,..
Credit card ownership (% age 15+),fin7.t.a,St. Lucia,LCA,..,..
Credit card ownership (% age 15+),fin7.t.a,St. Martin (French part),MAF,..,..
Credit card ownership (% age 15+),fin7.t.a,St. Vincent and the Grenadines,VCT,..,..
Credit card ownership (% age 15+),fin7.t.a,Sudan,SDN,0.39598736166954,..
Credit card ownership (% age 15+),fin7.t.a,Suriname,SUR,..,..
Credit card ownership (% age 15+),fin7.t.a,Sweden,SWE,45.3593101501465,44.9794425964355
Credit card ownership (% age 15+),fin7.t.a,Switzerland,CHE,53.9970397949219,65.4653396606445
Credit card ownership (% age 15+),fin7.t.a,Syrian Arab Republic,SYR,..,..
Credit card ownership (% age 15+),fin7.t.a,Tajikistan,TJK,0.745174944400787,5.67610120773315
Credit card ownership (% age 15+),fin7.t.a,Tanzania,TZA,0.723535120487213,0.541467547416687
Credit card ownership (% age 15+),fin7.t.a,Thailand,THA,5.69070816040039,9.79982280731201
Credit card ownership (% age 15+),fin7.t.a,Timor-Leste,TLS,..,..
Credit card ownership (% age 15+),fin7.t.a,Togo,TGO,0.52098023891449,3.5124626159668
Credit card ownership (% age 15+),fin7.t.a,Tonga,TON,..,..
Credit card ownership (% age 15+),fin7.t.a,Trinidad and Tobago,TTO,..,15.9616289138794
Credit card ownership (% age 15+),fin7.t.a,Tunisia,TUN,6.82716512680054,7.12996101379395
Credit card ownership (% age 15+),fin7.t.a,Turkey,TUR,32.8247528076172,41.5984497070313
Credit card ownership (% age 15+),fin7.t.a,Turkmenistan,TKM,..,0
Credit card ownership (% age 15+),fin7.t.a,Turks and Caicos Islands,TCA,..,..
Credit card ownership (% age 15+),fin7.t.a,Tuvalu,TUV,..,..
Credit card ownership (% age 15+),fin7.t.a,Uganda,UGA,1.64664876461029,2.31925773620605
Credit card ownership (% age 15+),fin7.t.a,Ukraine,UKR,27.4979381561279,26.6776294708252
Credit card ownership (% age 15+),fin7.t.a,United Arab Emirates,ARE,37.4239921569824,45.4421882629395
Credit card ownership (% age 15+),fin7.t.a,United Kingdom,GBR,61.686939239502,65.3657531738281
Credit card ownership (% age 15+),fin7.t.a,United States,USA,60.132755279541,65.6040878295898
Credit card ownership (% age 15+),fin7.t.a,Uruguay,URY,39.8066596984863,40.5908508300781
Credit card ownership (% age 15+),fin7.t.a,Uzbekistan,UZB,1.39697515964508,0.590730309486389
Credit card ownership (% age 15+),fin7.t.a,Vanuatu,VUT,..,..
Credit card ownership (% age 15+),fin7.t.a,"Venezuela, RB",VEN,21.4721908569336,28.8481197357178
Credit card ownership (% age 15+),fin7.t.a,Vietnam,VNM,1.92891156673431,4.12033891677856
Credit card ownership (% age 15+),fin7.t.a,Virgin Islands (U.S.),VIR,..,..
Credit card ownership (% age 15+),fin7.t.a,West Bank and Gaza,PSE,1.21396911144257,3.03931140899658
Credit card ownership (% age 15+),fin7.t.a,"Yemen, Rep.",YEM,0.373426169157028,..
Credit card ownership (% age 15+),fin7.t.a,Zambia,ZMB,1.88066458702087,4.26655006408691
Credit card ownership (% age 15+),fin7.t.a,Zimbabwe,ZWE,1.82848763465881,1.3415549993515
Credit card ownership (% age 15+),fin7.t.a,Africa Eastern and Southern,AFE,..,..
Credit card ownership (% age 15+),fin7.t.a,Africa Western and Central,AFW,..,..
Credit card ownership (% age 15+),fin7.t.a,Arab World,ARB,5.39639949798584,4.63861322402954
Credit card ownership (% age 15+),fin7.t.a,Caribbean small states,CSS,..,..
Credit card ownership (% age 15+),fin7.t.a,Central Europe and the Baltics,CEB,..,..
Credit card ownership (% age 15+),fin7.t.a,Early-demographic dividend,EAR,..,..
Credit card ownership (% age 15+),fin7.t.a,East Asia & Pacific,EAS,18.1512451171875,21.5925254821777
Credit card ownership (% age 15+),fin7.t.a,East Asia & Pacific (excluding high income),EAP,12.9699144363403,15.9772710800171
Credit card ownership (% age 15+),fin7.t.a,East Asia & Pacific (IDA & IBRD),TEA,..,..
Credit card ownership (% age 15+),fin7.t.a,Euro area,EMU,41.6592178344727,44.8030548095703
Credit card ownership (% age 15+),fin7.t.a,Europe & Central Asia,ECS,32.1955986022949,34.4863777160645
Credit card ownership (% age 15+),fin7.t.a,Europe & Central Asia (excluding high income),ECA,20.0160789489746,21.4655647277832
Credit card ownership (% age 15+),fin7.t.a,Europe & Central Asia (IDA & IBRD),TEC,..,..
Credit card ownership (% age 15+),fin7.t.a,European Union,EUU,..,..
Credit card ownership (% age 15+),fin7.t.a,Fragile and conflict affected situations,FCS,..,..
Credit card ownership (% age 15+),fin7.t.a,Heavily indebted poor countries (HIPC),HPC,..,..
Credit card ownership (% age 15+),fin7.t.a,High income,HIC,51.1198997497559,54.8956260681152
Credit card ownership (% age 15+),fin7.t.a,IBRD only,IBD,..,..
Credit card ownership (% age 15+),fin7.t.a,IDA & IBRD total,IBT,..,..
Credit card ownership (% age 15+),fin7.t.a,IDA blend,IDB,..,..
Credit card ownership (% age 15+),fin7.t.a,IDA only,IDX,..,..
Credit card ownership (% age 15+),fin7.t.a,IDA total,IDA,..,..
Credit card ownership (% age 15+),fin7.t.a,Late-demographic dividend,LTE,..,..
Credit card ownership (% age 15+),fin7.t.a,Latin America & Caribbean,LCN,21.9693355560303,18.7512149810791
Credit card ownership (% age 15+),fin7.t.a,Latin America & Caribbean (excluding high income),LAC,21.6411018371582,18.2660846710205
Credit card ownership (% age 15+),fin7.t.a,Latin America & Caribbean (IDA & IBRD),TLA,..,..
Credit card ownership (% age 15+),fin7.t.a,Least developed countries: UN classification,LDC,..,..
Credit card ownership (% age 15+),fin7.t.a,Low & middle income,LMY,10.1712484359741,10.4131517410278
Credit card ownership (% age 15+),fin7.t.a,Low income,LIC,1.15109992027283,2.0570387840271
Credit card ownership (% age 15+),fin7.t.a,Lower middle income,LMC,3.46519827842712,3.01852774620056
Credit card ownership (% age 15+),fin7.t.a,Middle East & North Africa,MEA,..,6.57871961593628
Credit card ownership (% age 15+),fin7.t.a,Middle East & North Africa (excluding high income),MNA,..,3.39851379394531
Credit card ownership (% age 15+),fin7.t.a,Middle East & North Africa (IDA & IBRD),TMN,..,..
Credit card ownership (% age 15+),fin7.t.a,Middle income,MIC,10.8233366012573,11.0962696075439
Credit card ownership (% age 15+),fin7.t.a,North America,NAC,61.8926048278809,67.3764419555664
Credit card ownership (% age 15+),fin7.t.a,OECD members,OED,52.8804473876953,56.7777214050293
Credit card ownership (% age 15+),fin7.t.a,Other small states,OSS,..,..
Credit card ownership (% age 15+),fin7.t.a,Pacific island small states,PSS,..,..
Credit card ownership (% age 15+),fin7.t.a,Post-demographic dividend,PST,..,..
Credit card ownership (% age 15+),fin7.t.a,Pre-demographic dividend,PRE,..,..
Credit card ownership (% age 15+),fin7.t.a,Small states,SST,..,..
Credit card ownership (% age 15+),fin7.t.a,South Asia,SAS,3.30990147590637,2.50125908851624
Credit card ownership (% age 15+),fin7.t.a,South Asia (IDA & IBRD),TSA,..,..
Credit card ownership (% age 15+),fin7.t.a,Sub-Saharan Africa,SSF,2.68634724617004,3.18038320541382
Credit card ownership (% age 15+),fin7.t.a,Sub-Saharan Africa (excluding high income),SSA,2.68634724617004,3.18038320541382
Credit card ownership (% age 15+),fin7.t.a,Sub-Saharan Africa (IDA & IBRD),TSS,..,..
Credit card ownership (% age 15+),fin7.t.a,Upper middle income,UMC,17.4235687255859,19.4900665283203
Credit card ownership (% age 15+),fin7.t.a,World,WLD,17.574764251709,18.3909187316895
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Afghanistan,AFG,0.286971718072891,0.338548421859741
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Albania,ALB,5.04067373275757,5.60646343231201
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Algeria,DZA,3.79658460617065,1.32820880413055
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,American Samoa,ASM,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Andorra,AND,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Angola,AGO,3.14897704124451,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Antigua and Barbuda,ATG,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Argentina,ARG,25.0102634429932,21.7228908538818
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Armenia,ARM,6.68328332901001,4.22293043136597
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Aruba,ABW,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Australia,AUS,58.8185234069824,58.5078659057617
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Austria,AUT,36.9666633605957,45.4000396728516
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Azerbaijan,AZE,6.30270004272461,4.70097970962524
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,"Bahamas, The",BHS,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Bahrain,BHR,17.3527240753174,20.9681625366211
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Bangladesh,BGD,0,0
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Barbados,BRB,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Belarus,BLR,10.4162502288818,21.1541576385498
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Belgium,BEL,39.3096580505371,44.4683685302734
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Belize,BLZ,9.70962238311768,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Benin,BEN,1.23023688793182,5.34033393859863
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Bermuda,BMU,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Bhutan,BTN,0,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Bolivia,BOL,4.5125560760498,5.08681583404541
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Bosnia and Herzegovina,BIH,6.43144035339355,6.73426294326782
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Botswana,BWA,7.47618579864502,3.96684789657593
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Brazil,BRA,26.3356437683105,21.9602489471436
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,British Virgin Islands,VGB,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Brunei Darussalam,BRN,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Bulgaria,BGR,9.8636646270752,11.9931907653809
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Burkina Faso,BFA,3.47884345054626,5.37286710739136
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Burundi,BDI,0.29149466753006,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Cabo Verde,CPV,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Cambodia,KHM,2.24676752090454,0.818132638931274
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Cameroon,CMR,0.381717145442963,2.17733073234558
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Canada,CAN,75.6790161132813,83.6494445800781
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Cayman Islands,CYM,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Central African Republic,CAF,..,2.18470621109009
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Chad,TCD,1.35187649726868,1.93754804134369
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Channel Islands,CHI,..,..
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,Chile,CHL,27.861515045166,30.7569675445557
"Credit card ownership, female  (% age 15+)",fin7.t.a.2,China,CHN,14.5544185638428,18.1635494232178
